"date_time","player_killed","zone","player_killer","weapon_used","damage_type"
"2/28/2025 8:04:45 PM","Keefernix","ObjectContainer-000","Keefernix","Keefernix","Suicide"
"2/28/2025 10:06:55 PM","XxBrownEye007xX","RSI_Constellation_Taurus","Keefernix","MXOX_NeutronCannon_S3","VehicleDestruction"
"2/28/2025 10:51:50 PM","therealKG","AEGS_Sabre","HoodlumX25","Keefernix","VehicleDestruction"
